datetime,type,plant_name,value
2024-01-05 04:00,wind,새만금해상풍력,10470.453691275168
2024-01-05 05:00,wind,새만금해상풍력,3352.724161073825
2024-01-05 06:00,wind,새만금해상풍력,5331.261744966443
2024-01-05 07:00,wind,새만금해상풍력,4177.394295302013
2024-01-05 08:00,wind,새만금해상풍력,5611.530201342282
2024-01-05 09:00,wind,새만금해상풍력,6769.608389261744
2024-01-05 10:00,wind,새만금해상풍력,7120.917785234899
2024-01-05 11:00,wind,새만금해상풍력,6928.970134228188
2024-01-05 12:00,wind,새만금해상풍력,3853.563422818792
2024-01-05 13:00,wind,새만금해상풍력,6499.694630872483
2024-01-05 14:00,wind,새만금해상풍력,4626.634563758389
2024-01-05 15:00,wind,새만금해상풍력,3186.026174496644
2024-01-05 16:00,wind,새만금해상풍력,4375.276510067114
2024-01-05 17:00,wind,새만금해상풍력,1649.8255033557048
2024-01-05 18:00,wind,새만금해상풍력,6521.396308724832
2024-01-05 19:00,wind,새만금해상풍력,5141.075838926175
2024-01-05 20:00,wind,새만금해상풍력,7121.070134228188
2024-01-05 21:00,wind,새만금해상풍력,6131.487919463088
2024-01-05 22:00,wind,새만금해상풍력,9482.84966442953
2024-01-05 23:00,wind,새만금해상풍력,3884.6359060402683
2024-01-06 00:00,wind,새만금해상풍력,3206.993624161074
2024-01-06 01:00,wind,새만금해상풍력,8795.405369127517
2024-01-06 02:00,wind,새만금해상풍력,5151.6879194630865
2024-01-06 03:00,wind,새만금해상풍력,6696.154026845638
2024-01-06 04:00,wind,새만금해상풍력,7784.058724832215
2024-01-06 05:00,wind,새만금해상풍력,8970.519127516778
2024-01-06 06:00,wind,새만금해상풍력,3319.696979865772
2024-01-06 07:00,wind,새만금해상풍력,5149.981208053691
2024-01-06 08:00,wind,새만금해상풍력,8366.841610738255
2024-01-06 09:00,wind,새만금해상풍력,4871.46744966443
2024-01-06 10:00,wind,새만금해상풍력,4424.809395973155
2024-01-06 11:00,wind,새만금해상풍력,5483.538255033557
2024-01-06 12:00,wind,새만금해상풍력,2565.1305369127517
2024-01-06 13:00,wind,새만금해상풍력,7100.147651006711
2024-01-06 14:00,wind,새만금해상풍력,5663.098322147651
2024-01-06 15:00,wind,새만금해상풍력,7412.792617449664
2024-01-06 16:00,wind,새만금해상풍력,4779.240604026845
2024-01-06 17:00,wind,새만금해상풍력,7462.919463087248
2024-01-06 18:00,wind,새만금해상풍력,6910.4963087248325
2024-01-06 19:00,wind,새만금해상풍력,7864.559731543624
2024-01-06 20:00,wind,새만금해상풍력,5774.1107382550335
2024-01-06 21:00,wind,새만금해상풍력,2213.764429530201
2024-01-06 22:00,wind,새만금해상풍력,2408.4875838926173
2024-01-06 23:00,wind,새만금해상풍력,6163.0164429530205
2024-01-07 00:00,wind,새만금해상풍력,9906.881543624162
2024-01-07 01:00,wind,새만금해상풍력,4710.597315436241
2024-01-07 02:00,wind,새만금해상풍력,4297.604026845638
2024-01-07 03:00,wind,새만금해상풍력,4781.7453020134235
2024-01-07 04:00,wind,새만금해상풍력,7133.734899328859
2024-01-07 05:00,wind,새만금해상풍력,8003.091610738255
2024-01-07 06:00,wind,새만금해상풍력,3746.2838926174495
2024-01-07 07:00,wind,새만금해상풍력,4671.665436241611
2024-01-07 08:00,wind,새만금해상풍력,7661.762751677852
2024-01-07 09:00,wind,새만금해상풍력,2463.1919463087247
2024-01-07 10:00,wind,새만금해상풍력,5878.315100671141
2024-01-07 11:00,wind,새만금해상풍력,2042.0989932885907
2024-01-07 12:00,wind,새만금해상풍력,2187.938926174497
2024-01-07 13:00,wind,새만금해상풍력,4448.401342281879
2024-01-07 14:00,wind,새만금해상풍력,2117.75
2024-01-07 15:00,wind,새만금해상풍력,4422.8553691275165
2024-01-07 16:00,wind,새만금해상풍력,4167.388255033557
2024-01-07 17:00,wind,새만금해상풍력,3903.981543624161
2024-01-07 18:00,wind,새만금해상풍력,4448.960738255034
2024-01-07 19:00,wind,새만금해상풍력,9084.673154362417
2024-01-07 20:00,wind,새만금해상풍력,2162.4671140939595
2024-01-07 21:00,wind,새만금해상풍력,4834.593624161074
2024-01-07 22:00,wind,새만금해상풍력,4307.471476510067
2024-01-07 23:00,wind,새만금해상풍력,6219.28322147651
2024-01-08 00:00,wind,새만금해상풍력,8980.223489932885
2024-01-08 01:00,wind,새만금해상풍력,8698.68355704698
2024-01-08 02:00,wind,새만금해상풍력,4752.5228187919465
2024-01-08 03:00,wind,새만금해상풍력,10485.002013422818
2024-01-08 04:00,wind,새만금해상풍력,2292.436577181208
2024-01-08 05:00,wind,새만금해상풍력,2561.3593959731543
2024-01-08 06:00,wind,새만금해상풍력,8358.224161073826
2024-01-08 07:00,wind,새만금해상풍력,6329.049328859061
2024-01-08 08:00,wind,새만금해상풍력,3064.3953020134227
2024-01-08 09:00,wind,새만금해상풍력,3092.3023489932884
2024-01-08 10:00,wind,새만금해상풍력,6498.560067114094
2024-01-08 11:00,wind,새만금해상풍력,7179.79966442953
2024-01-08 12:00,wind,새만금해상풍력,4943.111409395973
2024-01-08 13:00,wind,새만금해상풍력,4106.185234899329
2024-01-08 14:00,wind,새만금해상풍력,6513.489597315436
2024-01-08 15:00,wind,새만금해상풍력,6374.667785234899
2024-01-08 16:00,wind,새만금해상풍력,2060.754697986577
2024-01-08 17:00,wind,새만금해상풍력,5432.159060402684
2024-01-08 18:00,wind,새만금해상풍력,9656.297651006711
2024-01-08 19:00,wind,새만금해상풍력,3411.057046979866
2024-01-08 20:00,wind,새만금해상풍력,2334.338926174497
2024-01-08 21:00,wind,새만금해상풍력,7625.085906040268
2024-01-08 22:00,wind,새만금해상풍력,5029.128523489933
2024-01-08 23:00,wind,새만금해상풍력,5548.235906040269
2024-01-09 00:00,wind,새만금해상풍력,8967.521812080538
2024-01-09 01:00,wind,새만금해상풍력,8280.539932885906
2024-01-09 02:00,wind,새만금해상풍력,7354.291275167785
2024-01-09 03:00,wind,새만금해상풍력,5591.810067114094
2024-01-09 04:00,wind,새만금해상풍력,7671.795973154362
2024-01-09 05:00,wind,새만금해상풍력,6093.134899328859
2024-01-09 06:00,wind,새만금해상풍력,7111.236241610738
2024-01-09 07:00,wind,새만금해상풍력,1842.6902684563759
2024-01-09 08:00,wind,새만금해상풍력,6132.102348993289
2024-01-09 09:00,wind,새만금해상풍력,1786.651677852349
2024-01-09 10:00,wind,새만금해상풍력,4783.279194630873
2024-01-09 11:00,wind,새만금해상풍력,7822.263087248322
2024-01-09 12:00,wind,새만금해상풍력,3370.5228187919465
2024-01-09 13:00,wind,새만금해상풍력,1752.696979865772
2024-01-09 14:00,wind,새만금해상풍력,6517.458053691275
2024-01-09 15:00,wind,새만금해상풍력,6160.296644295302
2024-01-09 16:00,wind,새만금해상풍력,1700.930536912752
2024-01-09 17:00,wind,새만금해상풍력,4841.579530201342
2024-01-09 18:00,wind,새만금해상풍력,9062.688255033556
2024-01-09 19:00,wind,새만금해상풍력,8791.043624161073
2024-01-09 20:00,wind,새만금해상풍력,6456.330536912751
2024-01-09 21:00,wind,새만금해상풍력,8185.655369127517
2024-01-09 22:00,wind,새만금해상풍력,3177.1734899328862
2024-01-09 23:00,wind,새만금해상풍력,9525.278859060403
2024-01-10 00:00,wind,새만금해상풍력,5064.43389261745
2024-01-10 01:00,wind,새만금해상풍력,5505.819798657718
2024-01-10 02:00,wind,새만금해상풍력,3867.5187919463087
2024-01-10 03:00,wind,새만금해상풍력,2808.455033557047
2024-01-10 04:00,wind,새만금해상풍력,5709.153020134228
2024-01-10 05:00,wind,새만금해상풍력,8762.447315436242
2024-01-10 06:00,wind,새만금해상풍력,7929.8406040268455
2024-01-10 07:00,wind,새만금해상풍력,5160.173489932887
2024-01-10 08:00,wind,새만금해상풍력,3607.4214765100674
2024-01-10 09:00,wind,새만금해상풍력,8135.327181208054
2024-01-10 10:00,wind,새만금해상풍력,3590.177516778523
2024-01-10 11:00,wind,새만금해상풍력,6131.627516778523
2024-01-10 12:00,wind,새만금해상풍력,4107.575838926175
2024-01-10 13:00,wind,새만금해상풍력,5600.009395973154
2024-01-10 14:00,wind,새만금해상풍력,5581.538255033557
2024-01-10 15:00,wind,새만금해상풍력,2090.341275167785
2024-01-10 16:00,wind,새만금해상풍력,5029.81677852349
2024-01-10 17:00,wind,새만금해상풍력,5789.620805369128
2024-01-10 18:00,wind,새만금해상풍력,9616.935234899329
2024-01-10 19:00,wind,새만금해상풍력,6231.182214765101
2024-01-10 20:00,wind,새만금해상풍력,9081.476510067114
2024-01-10 21:00,wind,새만금해상풍력,2277.377852348993
2024-01-10 22:00,wind,새만금해상풍력,8826.186241610738
2024-01-10 23:00,wind,새만금해상풍력,5354.585570469799
2024-01-11 00:00,wind,새만금해상풍력,11001.172483221477
2024-01-11 01:00,wind,새만금해상풍력,10661.479865771811
2024-01-11 02:00,wind,새만금해상풍력,7367.8617449664425
2024-01-11 03:00,wind,새만금해상풍력,9905.110067114096
2024-01-11 04:00,wind,새만금해상풍력,2715.208724832215
2024-01-11 05:00,wind,새만금해상풍력,4497.829194630873
2024-01-11 06:00,wind,새만금해상풍력,6563.660067114094
2024-01-11 07:00,wind,새만금해상풍력,8394.126510067113
2024-01-11 08:00,wind,새만금해상풍력,6580.474161073826
2024-01-11 09:00,wind,새만금해상풍력,2805.5067114093963
2024-01-11 10:00,wind,새만금해상풍력,8403.639261744967
2024-01-11 11:00,wind,새만금해상풍력,7992.181543624161
2024-01-11 12:00,wind,새만금해상풍력,3701.3355704697988
2024-01-11 13:00,wind,새만금해상풍력,4324.081208053691
2024-01-11 14:00,wind,새만금해상풍력,3016.5208053691276
2024-01-11 15:00,wind,새만금해상풍력,3936.463422818792
2024-01-11 16:00,wind,새만금해상풍력,5416.175838926175
2024-01-11 17:00,wind,새만금해상풍력,5326.338255033557
2024-01-11 18:00,wind,새만금해상풍력,4833.429865771812
2024-01-11 19:00,wind,새만금해상풍력,3267.240268456376
2024-01-11 20:00,wind,새만금해상풍력,8753.010067114094
2024-01-11 21:00,wind,새만금해상풍력,7015.661073825504
2024-01-11 22:00,wind,새만금해상풍력,9601.21543624161
2024-01-11 23:00,wind,새만금해상풍력,9104.259395973155
2024-01-12 00:00,wind,새만금해상풍력,6450.174161073825
2024-01-12 01:00,wind,새만금해상풍력,7262.138926174496
2024-01-12 02:00,wind,새만금해상풍력,8636.542617449664
2024-01-12 03:00,wind,새만금해상풍력,6186.45033557047
2024-01-12 04:00,wind,새만금해상풍력,11270.226510067114
2024-01-12 05:00,wind,새만금해상풍력,2834.5496644295304
2024-01-12 06:00,wind,새만금해상풍력,1852.4845637583892
2024-01-12 07:00,wind,새만금해상풍력,6339.418456375839
2024-01-12 08:00,wind,새만금해상풍력,2339.6516778523487
2024-01-12 09:00,wind,새만금해상풍력,4530.637583892618
2024-01-12 10:00,wind,새만금해상풍력,1951.7909395973156
2024-01-12 11:00,wind,새만금해상풍력,6073.155033557046
2024-01-12 12:00,wind,새만금해상풍력,2117.8647651006713
2024-01-12 13:00,wind,새만금해상풍력,5462.923825503356
2024-01-12 14:00,wind,새만금해상풍력,4465.325503355705
2024-01-12 15:00,wind,새만금해상풍력,3832.46711409396
2024-01-12 16:00,wind,새만금해상풍력,5817.147651006711
2024-01-12 17:00,wind,새만금해상풍력,5212.127516778523
2024-01-12 18:00,wind,새만금해상풍력,2326.141610738255
2024-01-12 19:00,wind,새만금해상풍력,3340.9429530201346
2024-01-12 20:00,wind,새만금해상풍력,5797.652684563758
2024-01-12 21:00,wind,새만금해상풍력,5441.7114093959735
2024-01-12 22:00,wind,새만금해상풍력,2109.185234899329
2024-01-12 23:00,wind,새만금해상풍력,8816.141275167785
2024-01-13 00:00,wind,새만금해상풍력,7927.43422818792
2024-01-13 01:00,wind,새만금해상풍력,6400.194295302013
2024-01-13 02:00,wind,새만금해상풍력,4287.5778523489935
2024-01-13 03:00,wind,새만금해상풍력,5069.21812080537
2024-01-13 04:00,wind,새만금해상풍력,10428.943288590604
2024-01-13 05:00,wind,새만금해상풍력,5263.979530201343
2024-01-13 06:00,wind,새만금해상풍력,4716.552684563758
2024-01-13 07:00,wind,새만금해상풍력,5837.595973154362
2024-01-13 08:00,wind,새만금해상풍력,5774.241610738255
2024-01-13 09:00,wind,새만금해상풍력,3588.531208053691
2024-01-13 10:00,wind,새만금해상풍력,6826.251677852349
2024-01-13 11:00,wind,새만금해상풍력,2554.0540268456375
2024-01-13 12:00,wind,새만금해상풍력,5761.043624161074
2024-01-13 13:00,wind,새만금해상풍력,6347.405369127517
2024-01-13 14:00,wind,새만금해상풍력,2116.0211409395974
2024-01-13 15:00,wind,새만금해상풍력,2877.3372483221474
2024-01-13 16:00,wind,새만금해상풍력,2984.226510067114
2024-01-13 17:00,wind,새만금해상풍력,6443.837248322148
2024-01-13 18:00,wind,새만금해상풍력,4232.356375838926
2024-01-13 19:00,wind,새만금해상풍력,7295.048322147652
2024-01-13 20:00,wind,새만금해상풍력,9110.8966442953
2024-01-13 21:00,wind,새만금해상풍력,9029.34932885906
2024-01-13 22:00,wind,새만금해상풍력,8888.205704697988
2024-01-13 23:00,wind,새만금해상풍력,9947.582214765102
2024-01-14 00:00,wind,새만금해상풍력,5642.209731543624
2024-01-14 01:00,wind,새만금해상풍력,10757.227181208054
2024-01-14 02:00,wind,새만금해상풍력,7591.8533557046985
2024-01-14 03:00,wind,새만금해상풍력,6525.822818791946
2024-01-14 04:00,wind,새만금해상풍력,9037.947986577181
2024-01-14 05:00,wind,새만금해상풍력,6524.052013422819
2024-01-14 06:00,wind,새만금해상풍력,6280.437248322148
2024-01-14 07:00,wind,새만금해상풍력,3863.889932885906
2024-01-14 08:00,wind,새만금해상풍력,7676.182214765101
2024-01-14 09:00,wind,새만금해상풍력,3345.1409395973155
2024-01-14 10:00,wind,새만금해상풍력,3720.0557046979866
2024-01-14 11:00,wind,새만금해상풍력,5733.090939597315
2024-01-14 12:00,wind,새만금해상풍력,6746.905704697987
2024-01-14 13:00,wind,새만금해상풍력,2331.864429530201
2024-01-14 14:00,wind,새만금해상풍력,4015.011744966443
2024-01-14 15:00,wind,새만금해상풍력,5771.612416107382
2024-01-14 16:00,wind,새만금해상풍력,2802.238255033557
2024-01-14 17:00,wind,새만금해상풍력,5319.263087248322
2024-01-14 18:00,wind,새만금해상풍력,6534.599328859061
2024-01-14 19:00,wind,새만금해상풍력,4284.622147651007
2024-01-14 20:00,wind,새만금해상풍력,5930.758724832214
2024-01-14 21:00,wind,새만금해상풍력,6875.292281879194
2024-01-14 22:00,wind,새만금해상풍력,4257.860402684564
2024-01-14 23:00,wind,새만금해상풍력,6440.227852348994
2024-01-15 00:00,wind,새만금해상풍력,5197.078523489933
2024-01-15 01:00,wind,새만금해상풍력,8063.614093959732
2024-01-15 02:00,wind,새만금해상풍력,3888.278187919463
2024-01-15 03:00,wind,새만금해상풍력,5626.3765100671135
2024-01-15 04:00,wind,새만금해상풍력,11182.414765100672
2024-01-15 05:00,wind,새만금해상풍력,3851.03422818792
2024-01-15 06:00,wind,새만금해상풍력,7373.009731543624
2024-01-15 07:00,wind,새만금해상풍력,6620.780536912752
2024-01-15 08:00,wind,새만금해상풍력,3770.5654362416108
2024-01-15 09:00,wind,새만금해상풍력,6462.7865771812085
2024-01-15 10:00,wind,새만금해상풍력,6893.149328859061
2024-01-15 11:00,wind,새만금해상풍력,7229.198993288591
2024-01-15 12:00,wind,새만금해상풍력,7360.790939597316
2024-01-15 13:00,wind,새만금해상풍력,3641.0818791946313
2024-01-15 14:00,wind,새만금해상풍력,4066.6093959731547
2024-01-15 15:00,wind,새만금해상풍력,4099.870469798658
2024-01-15 16:00,wind,새만금해상풍력,2451.4610738255033
2024-01-15 17:00,wind,새만금해상풍력,5960.210738255034
2024-01-15 18:00,wind,새만금해상풍력,8629.760738255034
2024-01-15 19:00,wind,새만금해상풍력,3634.3140939597315
2024-01-15 20:00,wind,새만금해상풍력,8285.163087248322
2024-01-15 21:00,wind,새만금해상풍력,7068.012751677852
2024-01-15 22:00,wind,새만금해상풍력,4507.875167785235
2024-01-15 23:00,wind,새만금해상풍력,7082.21711409396
2024-01-16 00:00,wind,새만금해상풍력,9999.70100671141
2024-01-16 01:00,wind,새만금해상풍력,9728.31610738255
2024-01-16 02:00,wind,새만금해상풍력,9338.213422818792
2024-01-16 03:00,wind,새만금해상풍력,3139.3755033557045
2024-01-16 04:00,wind,새만금해상풍력,8013.134563758389
2024-01-16 05:00,wind,새만금해상풍력,2558.3144295302013
2024-01-16 06:00,wind,새만금해상풍력,6137.90033557047
2024-01-16 07:00,wind,새만금해상풍력,3444.0761744966444
2024-01-16 08:00,wind,새만금해상풍력,1929.231543624161
2024-01-16 09:00,wind,새만금해상풍력,3740.1986577181206
2024-01-16 10:00,wind,새만금해상풍력,5942.3151006711405
2024-01-16 11:00,wind,새만금해상풍력,5761.537248322147
2024-01-16 12:00,wind,새만금해상풍력,7332.8
2024-01-16 13:00,wind,새만금해상풍력,4933.515100671141
2024-01-16 14:00,wind,새만금해상풍력,2809.2010067114093
2024-01-16 15:00,wind,새만금해상풍력,2960.415100671141
2024-01-16 16:00,wind,새만금해상풍력,3770.3023489932884
2024-01-16 17:00,wind,새만금해상풍력,3702.1332214765102
2024-01-16 18:00,wind,새만금해상풍력,6416.664093959732
2024-01-16 19:00,wind,새만금해상풍력,6194.7718120805375
2024-01-16 20:00,wind,새만금해상풍력,9663.957718120806
2024-01-16 21:00,wind,새만금해상풍력,6881.346308724832
2024-01-16 22:00,wind,새만금해상풍력,5466.690939597316
2024-01-16 23:00,wind,새만금해상풍력,6510.8956375838925
2024-01-17 00:00,wind,새만금해상풍력,2490.2248322147652
2024-01-17 01:00,wind,새만금해상풍력,4928.193624161075
2024-01-17 02:00,wind,새만금해상풍력,2863.786577181208
2024-01-17 03:00,wind,새만금해상풍력,2759.476510067114
2024-01-17 04:00,wind,새만금해상풍력,6261.168791946308
2024-01-17 05:00,wind,새만금해상풍력,2662.655369127517
2024-01-17 06:00,wind,새만금해상풍력,3724.523154362416
2024-01-17 07:00,wind,새만금해상풍력,7339.473489932886
2024-01-17 08:00,wind,새만금해상풍력,8228.446308724833
2024-01-17 09:00,wind,새만금해상풍력,5114.261409395973
2024-01-17 10:00,wind,새만금해상풍력,4630.8956375838925
2024-01-17 11:00,wind,새만금해상풍력,3538.8184563758387
2024-01-17 12:00,wind,새만금해상풍력,5879.380536912752
2024-01-17 13:00,wind,새만금해상풍력,4399.819463087249
2024-01-17 14:00,wind,새만금해상풍력,6578.616107382551
2024-01-17 15:00,wind,새만금해상풍력,5672.009060402685
2024-01-17 16:00,wind,새만금해상풍력,3849.760067114094
2024-01-17 17:00,wind,새만금해상풍력,3333.831543624161
2024-01-17 18:00,wind,새만금해상풍력,9871.005704697985
2024-01-17 19:00,wind,새만금해상풍력,7349.904362416107
2024-01-17 20:00,wind,새만금해상풍력,9546.947986577181
2024-01-17 21:00,wind,새만금해상풍력,10079.83322147651
2024-01-17 22:00,wind,새만금해상풍력,3498.0721476510066
2024-01-17 23:00,wind,새만금해상풍력,3273.1275167785234
2024-01-18 00:00,wind,새만금해상풍력,8238.019463087248
2024-01-18 01:00,wind,새만금해상풍력,3734.1637583892616
2024-01-18 02:00,wind,새만금해상풍력,2579.965436241611
2024-01-18 03:00,wind,새만금해상풍력,10494.603020134227
2024-01-18 04:00,wind,새만금해상풍력,10620.363422818793
2024-01-18 05:00,wind,새만금해상풍력,8227.645973154362
2024-01-18 06:00,wind,새만금해상풍력,7122.292953020134
2024-01-18 07:00,wind,새만금해상풍력,4992.039597315436
2024-01-18 08:00,wind,새만금해상풍력,7426.458724832215
2024-01-18 09:00,wind,새만금해상풍력,4970.897315436241
2024-01-18 10:00,wind,새만금해상풍력,3450.535570469799
2024-01-18 11:00,wind,새만금해상풍력,2854.703020134228
2024-01-18 12:00,wind,새만금해상풍력,4922.75067114094
2024-01-18 13:00,wind,새만금해상풍력,6770.464765100672
2024-01-18 14:00,wind,새만금해상풍력,4187.009060402685
2024-01-18 15:00,wind,새만금해상풍력,7447.0026845637585
2024-01-18 16:00,wind,새만금해상풍력,2133.23322147651
2024-01-18 17:00,wind,새만금해상풍력,6711.538590604027
2024-01-18 18:00,wind,새만금해상풍력,9023.364765100672
2024-01-18 19:00,wind,새만금해상풍력,3316.2080536912754
2024-01-18 20:00,wind,새만금해상풍력,5403.189261744967
2024-01-18 21:00,wind,새만금해상풍력,9671.977516778523
2024-01-18 22:00,wind,새만금해상풍력,5699.7322147651
2024-01-18 23:00,wind,새만금해상풍력,10190.463422818792
2024-01-19 00:00,wind,새만금해상풍력,11095.739261744968
2024-01-19 01:00,wind,새만금해상풍력,5885.104026845638
2024-01-19 02:00,wind,새만금해상풍력,3888.759731543624
2024-01-19 03:00,wind,새만금해상풍력,2738.28355704698
2024-01-19 04:00,wind,새만금해상풍력,6720.285234899329
2024-01-19 05:00,wind,새만금해상풍력,5385.973825503355
2024-01-19 06:00,wind,새만금해상풍력,8161.986577181208
2024-01-19 07:00,wind,새만금해상풍력,4470.660067114094
2024-01-19 08:00,wind,새만금해상풍력,3739.9006711409393
2024-01-19 09:00,wind,새만금해상풍력,7084.514093959731
2024-01-19 10:00,wind,새만금해상풍력,7732.6510067114095
2024-01-19 11:00,wind,새만금해상풍력,7696.66711409396
2024-01-19 12:00,wind,새만금해상풍력,2844.9117449664427
2024-01-19 13:00,wind,새만금해상풍력,5821.065436241611
2024-01-19 14:00,wind,새만금해상풍력,4277.008053691275
